bedrooms;bathrooms;sqft_living_media;sqft_lot_media;floors;view;condition;grade;sqft_living;sqft_lot;sqft_above;sqft_basement;yr_built;lifetime;sqft_living15;sqft_lot15;price/sqft_living;price/sqft_lot;price/sqft_above;price/sqft_basement;price/lifetime;price/sqft_living15;price/sqft_lot15;Caro
3;2.25;0;0;2;0;3;7;1650;3788;1650;0;1985;35;1510;3994;141.64;61.7;141.64;0;6677.23;154.77;58.51;0
3;1.5;0;0;1;0;4;7;1120;11430;1120;0;1963;57;1790;8760;203.53;19.94;203.53;0;3999.12;127.35;26.02;0
3;2.5;0;0;2;0;4;8;1890;7053;1890;0;1992;28;2000;7226;183.86;49.27;183.86;0;12410.71;173.75;48.09;1
3;1.75;0;0;1;0;4;7;1560;9514;1560;0;1967;53;1550;9600;182.69;29.96;182.69;0;5377.36;183.87;29.69;0
3;2.5;0;0;2;0;3;7;1640;5707;1640;0;1995;25;1850;5827;182.93;52.57;182.93;0;12000;162.16;51.48;0
3;1.5;0;0;1;0;4;7;1390;11340;1390;0;1963;57;1740;11340;166.91;20.46;166.91;0;4070.18;133.33;20.46;0
5;2.5;1;1;2;0;3;8;2750;12350;2750;0;1987;33;1650;9810;129.82;28.91;129.82;0;10818.18;216.36;36.39;1
3;1.75;0;0;1;0;3;7;1470;10390;1470;0;1989;31;1770;7507;178.57;25.26;178.57;0;8467.74;148.31;34.97;0
3;2;0;0;1;0;5;7;1320;7200;1320;0;1975;45;1540;7200;190.72;34.97;190.72;0;5594.44;163.47;34.97;0
3;1.75;0;0;1;0;4;7;1570;7416;1570;0;1971;49;1900;7416;161.15;34.12;161.15;0;5163.27;133.16;34.12;0
3;1.5;0;0;1;0;4;7;1280;7742;1280;0;1962;58;1450;8316;171.88;28.42;171.88;0;3793.1;151.72;26.46;0
5;2.5;1;0;2;0;3;8;2740;5460;2740;0;2005;15;2900;5971;135.04;67.77;135.04;0;24666.67;127.59;61.97;1
4;2.75;1;0;2;0;4;8;2110;6838;2110;0;1991;29;2100;7280;154.03;47.53;154.03;0;11206.9;154.76;44.64;1
4;2.25;0;0;1;0;3;7;1930;7452;1430;500;1984;36;1714;7200;161.66;41.87;218.18;624;8666.67;182.03;43.33;1
4;2.5;1;0;2;0;3;7;2020;7289;2020;0;1994;26;2090;7259;178.22;49.39;178.22;0;13846.15;172.25;49.59;1
3;1.75;0;0;1;0;4;7;1730;6900;1130;600;1976;44;1950;7200;173.41;43.48;265.49;500;6818.18;153.85;41.67;0
4;2.5;1;0;2;0;3;9;2550;8824;2550;0;1990;30;2630;11237;165.69;47.88;165.69;0;14083.33;160.65;37.6;1
3;1;0;0;1;0;4;7;1180;9000;1180;0;1970;50;1290;8316;182.2;23.89;182.2;0;4300;166.67;25.85;0
3;1.5;0;1;1;0;5;7;1550;40752;1550;0;1954;66;1550;8000;225.81;8.59;225.81;0;5303.03;225.81;43.75;1
4;2.5;1;0;2;0;3;9;2520;9604;2520;0;1990;30;2540;9793;147.62;38.73;147.62;0;12400;146.46;37.99;1
4;2.5;0;0;1;0;4;7;1790;10584;1290;500;1981;39;1730;9120;174.3;29.48;241.86;624;8000;180.35;34.21;1
4;2.5;0;0;2;0;3;8;1930;8336;1930;0;1995;25;2280;7959;165.28;38.27;165.28;0;12760;139.91;40.08;1
4;2.5;1;0;2;0;3;8;2580;5476;2580;0;2005;15;2900;5476;137.21;64.65;137.21;0;23600;122.07;64.65;1
3;2.5;1;0;2;0;4;8;2470;7700;2470;0;1990;30;2400;7700;147.77;47.4;147.77;0;12166.67;152.08;47.4;1
4;2.5;1;0;2;0;3;8;2210;7079;2210;0;1993;27;1970;7000;173.08;54.03;173.08;0;14166.67;194.16;54.64;1
5;2.5;1;0;1;0;4;7;2140;10320;1330;810;1967;53;2050;8964;126.17;26.16;203.01;333.33;5094.34;131.71;30.12;0
3;2;0;0;1;0;3;7;1260;7346;1260;0;1987;33;1460;7363;230.16;39.48;230.16;0;8787.88;198.63;39.39;0
4;1.75;0;1;1.5;0;4;7;1400;54014;1400;0;1935;85;1910;8523;172.88;4.48;172.88;0;2847.35;126.71;28.4;0
3;1.75;0;0;1;0;4;7;1400;6956;1400;0;1957;63;1400;9375;164.29;33.06;164.29;0;3650.79;164.29;24.53;0
3;2.25;0;0;1;0;4;7;1740;9672;1110;630;1963;57;1640;9600;155.11;27.91;243.15;428.41;4735.09;164.57;28.11;0
4;2.5;1;0;2;0;3;8;2160;9682;2160;0;1999;21;1770;9600;159.95;35.68;159.95;0;16452.38;195.2;35.99;1
3;1.75;0;0;1;0;5;7;1200;8034;1200;0;1975;45;1270;7600;202.5;30.25;202.5;0;5400;191.34;31.97;0
3;2.5;1;0;2;0;3;7;2030;8000;2030;0;1997;23;2290;7945;150.25;38.13;150.25;0;13260.87;133.19;38.39;1
3;2.25;0;0;1;0;3;7;1440;7673;940;500;1982;38;1440;8418;172.92;32.45;264.89;498;6552.63;172.92;29.58;0
4;2.75;1;0;1;0;3;7;1950;9720;1400;550;1986;34;2300;10530;158.97;31.89;221.43;563.64;9117.65;134.78;29.44;1
5;1;0;0;1;0;5;7;1600;7350;1600;0;1962;58;1600;7725;162.5;35.37;162.5;0;4482.76;162.5;33.66;0
3;2.25;0;0;1;0;4;7;1670;7881;1190;480;1977;43;1870;7820;150.9;31.98;211.76;525;5860.47;134.76;32.23;0
3;2.5;0;0;2;0;3;7;1720;3951;1720;0;1992;28;1720;3605;149.36;65.02;149.36;0;9175;149.36;71.26;0
3;2.5;1;0;2;0;3;9;2300;8938;2300;0;1989;31;2570;9694;171.74;44.19;171.74;0;12741.94;153.7;40.75;1
3;2.5;0;0;2;0;3;7;1920;7779;1920;0;1989;31;1960;7536;145.31;35.87;145.31;0;9000;142.35;37.02;0
3;2.25;0;0;1;0;4;7;1840;6750;1270;570;1980;40;1750;7004;144.02;39.26;208.66;464.91;6625;151.43;37.84;0
3;2.25;0;0;1;0;3;7;1740;10836;910;830;1981;39;2090;7500;144.83;23.26;276.92;303.61;6461.54;120.57;33.6;0
3;2.5;0;0;1;0;3;7;1630;7700;1120;510;1978;42;1640;8160;153.31;32.45;223.13;490;5950;152.38;30.63;0
3;1.5;0;0;1;0;3;7;1500;11616;1100;400;1980;40;1830;8288;153.33;19.8;209.09;575;5750;125.68;27.75;0
3;2.5;1;0;2;0;3;7;1950;9618;1950;0;1992;28;1890;7133;161.54;32.75;161.54;0;11250;166.67;44.16;1
3;1.75;0;0;1;0;5;7;1730;11325;1730;0;1972;48;2030;17859;168.79;25.78;168.79;0;6083.33;143.84;16.35;0
4;2.5;0;0;2;0;3;7;1790;4358;1790;0;1993;27;1790;4305;145.25;59.66;145.25;0;9629.63;145.25;60.39;0
2;1;0;1;1;0;3;4;700;13500;700;0;1920;100;1600;10124;217.14;11.26;217.14;0;1520;95;15.01;0
4;2;0;0;1;0;3;7;1710;7455;1030;680;1975;45;1710;7350;136.84;31.39;227.18;344.12;5200;136.84;31.84;0
3;2;1;1;1;0;4;7;2140;26600;2140;0;1983;37;2310;8783;170.56;13.72;170.56;0;9864.86;158.01;41.56;1
3;1.5;0;0;1;0;4;7;1760;9600;1760;0;1966;54;1450;9600;154.55;28.33;154.55;0;5037.04;187.59;28.33;0
4;2.5;1;0;2;0;3;8;3250;4650;3250;0;2007;13;2960;4650;108.77;76.02;108.77;0;27192.31;119.43;76.02;1
4;1;0;1;1.5;0;4;6;1730;36356;1730;0;1954;66;1380;14060;184.39;8.77;184.39;0;4833.33;231.16;22.69;1
3;2.5;0;1;1;0;3;7;1680;15711;1240;440;1994;26;1420;8588;167.86;17.95;227.42;640.91;10846.15;198.59;32.84;0
3;2.25;0;0;1;0;4;7;1840;6214;1270;570;1983;37;1840;6214;154.89;45.86;224.41;500;7702.7;154.89;45.86;0
4;2.5;0;0;2;0;3;8;1840;5550;1840;0;2004;16;2030;5500;163.04;54.05;163.04;0;18750;147.78;54.55;0
4;2.5;1;0;2;0;3;8;2155;8140;2155;0;1996;24;2155;7245;166.5;44.08;166.5;0;14950;166.5;49.52;1
4;2.5;1;0;2;0;3;7;2370;7274;2370;0;1997;23;2090;7656;148.1;48.25;148.1;0;15260.87;167.94;45.85;1
4;1;1;0;1;0;3;7;1940;9533;1080;860;1962;58;1940;8839;136.6;27.8;245.37;308.14;4568.97;136.6;29.98;0
3;2;0;0;1;0;4;7;1210;6634;1210;0;1985;35;1560;7200;195.87;35.73;195.87;0;6771.43;151.92;32.92;0
4;2.5;0;0;2;0;3;7;1850;8198;1850;0;1993;27;1850;7924;159.46;35.98;159.46;0;10925.93;159.46;37.23;0
5;2;1;0;1;0;4;7;2260;11970;1250;1010;1962;58;1950;11970;121.68;22.97;220;272.28;4741.38;141.03;22.97;0
4;1.75;0;1;1;0;4;7;1800;28650;1800;0;1975;45;1800;5234;163.89;10.3;163.89;0;6555.56;163.89;56.36;0
4;2.25;0;0;1;0;4;7;1900;9600;1900;0;1967;53;2040;9600;113.16;22.4;113.16;0;4056.6;105.39;22.4;0
3;1.75;0;0;1;0;3;7;1430;7210;1430;0;1975;45;1220;7777;179.72;35.64;179.72;0;5711.11;210.66;33.05;0
3;2;0;0;1;0;4;8;1770;7251;1770;0;1990;30;2560;7210;181.3;44.26;181.3;0;10696.67;125.35;44.51;1
3;2.25;1;0;1;0;3;7;2070;7995;1350;720;1987;33;1620;6799;159.4;41.27;244.41;458.26;9998.48;203.67;48.53;1
3;2.25;0;0;1;0;4;7;1920;9680;1300;620;1961;59;1500;9516;135.42;26.86;200;419.35;4406.78;173.33;27.32;0
4;2.5;1;0;2;0;3;8;2040;6300;2040;0;2003;17;2260;5877;154.41;50;154.41;0;18529.41;139.38;53.6;1
4;1.5;0;0;1;0;4;7;1300;7200;1300;0;1970;50;1420;7200;199.62;36.04;199.62;0;5190;182.75;36.04;0
4;2.5;1;0;1;0;3;7;2130;9653;1500;630;1978;42;2000;7988;150.23;33.15;213.33;507.94;7619.05;160;40.06;1
4;1.75;0;0;1;0;3;7;1650;7200;1100;550;1977;43;1620;7374;154.55;35.42;231.82;463.64;5930.23;157.41;34.58;0
4;2.5;1;0;2;0;3;8;1940;10133;1940;0;1992;28;1940;7265;160.57;30.74;160.57;0;11125;160.57;42.88;1
5;1.75;0;0;1;0;5;7;1750;8325;1750;0;1966;54;1430;8325;154.23;32.42;154.23;0;4998.15;188.74;32.42;0
4;2.5;0;0;2;0;4;7;1850;7199;1850;0;1989;31;1940;7432;165.14;42.44;165.14;0;9854.84;157.47;41.11;1
2;1;0;0;1;0;3;5;740;9003;740;0;1949;71;1230;8050;212.84;17.49;212.84;0;2218.31;128.05;19.57;0
4;2.5;1;0;2;0;3;9;2905;4874;2905;0;2003;17;2900;5271;125.65;74.89;125.65;0;21470.59;125.86;69.25;1
3;2.5;0;0;1;0;4;7;1780;7192;1250;530;1974;46;1870;8500;141.85;35.11;202;476.42;5489.13;135.03;29.71;0
3;1.5;0;0;1;0;4;7;1450;9477;1450;0;1963;57;1460;9477;165.52;25.32;165.52;0;4210.53;164.38;25.32;0
4;2.5;1;0;2;0;3;8;2500;8215;2500;0;1990;30;2360;7801;148.8;45.28;148.8;0;12400;157.63;47.69;1
4;2.5;1;0;2;0;3;7;2070;7007;2070;0;1996;24;2130;8100;154.59;45.67;154.59;0;13333.33;150.23;39.51;1
4;2.5;1;0;2;0;3;8;2160;6825;2160;0;1994;26;2020;7035;150.46;47.62;150.46;0;12500;160.89;46.2;1
3;2.25;1;0;1;0;4;7;2090;7500;1280;810;1977;43;1800;7350;137.8;38.4;225;355.56;6697.67;160;39.18;0
4;2.25;0;0;2;0;3;7;1770;7799;1770;0;1998;22;1770;7778;183.62;41.67;183.62;0;14772.73;183.62;41.78;1
3;1.75;0;0;1;0;4;7;1910;10230;1290;620;1964;56;1590;10800;130.89;24.44;193.8;403.23;4464.29;157.23;23.15;0
4;2.5;1;0;2;0;3;8;2100;4237;2100;0;2006;14;2100;4575;127.86;63.37;127.86;0;19178.57;127.86;58.69;0
3;2.5;1;1;2;0;3;8;2160;15817;2160;0;1999;21;1990;15817;163.89;22.38;163.89;0;16857.14;177.89;22.38;1
3;2.5;0;0;2;0;4;7;1730;7200;1730;0;1985;35;1770;7396;144.51;34.72;144.51;0;7142.86;141.24;33.8;0
3;2.5;1;0;2;0;3;9;2570;10431;2570;0;1989;31;2590;10078;155.62;38.34;155.62;0;12901.61;154.42;39.69;1
3;1.75;0;0;1;0;3;8;1420;8126;1420;0;1991;29;1730;7954;186.62;32.61;186.62;0;9137.93;153.18;33.32;0
3;2;0;0;1;0;3;7;1610;8416;1610;0;1994;26;1600;8308;166.46;31.84;166.46;0;10307.69;167.5;32.26;0
4;1.75;0;0;1;0;3;7;1840;7275;1090;750;1976;44;1840;7275;151.63;38.35;255.96;372;6340.91;151.63;38.35;0
3;1;0;0;1;0;3;7;1570;8316;1070;500;1962;58;2030;8295;179.43;33.87;263.27;563.4;4856.9;138.77;33.96;0
4;2.5;1;0;2;0;3;8;2030;5202;2030;0;2001;19;2260;5232;150;58.54;150;0;16026.32;134.73;58.2;1
3;1;0;0;1;0;3;7;1380;12000;1380;0;1963;57;1890;22001;217.39;25;217.39;0;5263.16;158.73;13.64;0
4;3;1;0;1;0;3;9;2350;9952;1650;700;1989;31;2440;9100;169.15;39.94;240.91;567.86;12822.58;162.91;43.68;1
2;1;0;1;1;0;4;5;880;17743;880;0;1951;69;1217;13000;332.39;16.49;332.39;0;4239.13;240.35;22.5;0
2;2;0;0;1;0;4;7;1070;8400;1070;0;1980;40;1430;8190;203.27;25.89;203.27;0;5437.5;152.1;26.56;0
3;3;1;0;2;0;3;8;2500;8304;2500;0;1997;23;2290;7855;145.96;43.94;145.96;0;15865.22;159.34;46.45;1
2;1;0;0;1;0;4;7;1310;7128;940;370;1980;40;1400;7161;193.13;35.49;269.15;683.78;6325;180.71;35.33;0
3;2;0;0;1;0;4;7;1140;7078;1140;0;1991;29;1460;7078;225.88;36.38;225.88;0;8879.31;176.37;36.38;0
3;1.75;0;0;1;0;3;7;1320;10416;1320;0;1996;24;1670;7991;184.09;23.33;184.09;0;10125;145.51;30.41;0
3;2.5;0;0;2;0;3;7;1720;3676;1720;0;1992;28;1720;3510;148.81;69.63;148.81;0;9141.07;148.81;72.92;0
4;1.75;1;1;1;0;4;7;2140;159865;1140;1000;1960;60;1830;15569;169.6;2.27;318.38;362.95;6049.17;198.33;23.31;1
4;2.5;1;0;2;0;4;9;2740;8336;2740;0;1990;30;2460;9189;144.16;47.38;144.16;0;13166.67;160.57;42.99;1
4;1.75;0;0;1;0;4;7;1860;7350;1090;770;1977;43;1710;7350;134.41;34.01;229.36;324.68;5813.95;146.2;34.01;0
4;1.75;1;0;1;0;4;7;2130;8151;1330;800;1967;53;1600;8587;133.8;34.97;214.29;356.25;5377.36;178.13;33.19;0
3;1.75;0;0;1;0;4;7;1710;7210;1240;470;1974;46;1840;7245;159.74;37.88;220.28;581.17;5938;148.45;37.7;0
4;2.5;1;0;2;0;3;7;2641;8091;2641;0;1998;22;2641;8535;148.81;48.57;148.81;0;17863.64;148.81;46.05;1
4;2.5;1;0;2;0;3;8;2170;11511;2170;0;1992;28;1900;8961;173.73;32.75;173.73;0;13464.29;198.42;42.07;1
3;2;0;0;1.5;0;3;7;1490;8371;1490;0;1984;36;1350;7846;171.14;30.46;171.14;0;7083.33;188.89;32.5;0
3;2.5;0;0;2;0;3;8;1880;7000;1880;0;1993;27;1880;7000;167.55;45;167.55;0;11666.67;167.55;45;1
4;2.5;0;0;2;0;3;8;1810;4871;1810;0;1999;21;1850;5003;162.98;60.56;162.98;0;14047.62;159.46;58.96;0
4;2;0;0;1;0;5;7;1710;8814;1030;680;1975;45;1710;7272;172.51;33.47;286.41;433.82;6555.56;172.51;40.57;0
3;2.25;0;0;1;0;4;7;1820;9766;1450;370;1987;33;1860;8236;151.1;28.16;189.66;743.24;8333.33;147.85;33.39;0
4;2.75;1;0;1;0;4;7;2180;8475;1330;850;1987;33;1500;7140;127.98;32.92;209.77;328.24;8454.55;186;39.08;0
3;3.5;1;1;1;0;3;10;3650;103672;2050;1600;2011;9;2550;16140;186.3;6.56;331.71;425;75555.56;266.67;42.13;1
3;1.75;0;0;1;0;4;7;1540;8885;1440;100;1980;40;1540;12734;158.44;27.46;169.44;2440;6100;158.44;19.16;0
6;4.5;1;1;2;0;3;9;4520;40164;3580;940;1953;67;2870;13068;121.68;13.69;153.63;585.11;8208.96;191.64;42.09;1
3;2.25;1;0;1;0;4;8;2540;9961;1320;1220;1969;51;1870;10251;117.72;30.02;226.52;245.08;5862.75;159.89;29.17;0
3;2.5;1;0;2;0;5;8;1980;6922;1980;0;1991;29;2090;7697;186.87;53.45;186.87;0;12758.62;177.03;48.07;1
4;2.25;0;0;2;0;4;8;1800;4500;1800;0;2004;16;2010;5050;178.33;71.33;178.33;0;20062.5;159.7;63.56;1
4;2.5;1;0;2;0;3;7;2090;5195;2090;0;2007;13;2090;5236;143.54;57.75;143.54;0;23076.92;143.54;57.3;0
3;2.25;0;0;2;0;3;8;1413;3403;1413;0;2009;11;1763;3719;184.01;76.4;184.01;0;23636.36;147.48;69.91;0
3;2.5;1;0;2;0;3;8;2283;3996;2283;0;2008;12;1760;3992;170.81;97.59;170.81;0;32495.83;221.56;97.68;1
3;2.5;0;0;2;0;3;8;1413;3600;1413;0;2011;9;2150;3869;202.97;79.67;202.97;0;31866.67;133.4;74.13;0
4;2.25;0;0;2;0;3;8;1763;3717;1763;0;2012;8;1763;3666;173;82.06;173;0;38125;173;83.2;1
3;2.25;0;0;2;0;3;8;1350;3582;1350;0;2010;10;1940;3860;221.48;83.47;221.48;0;29900;154.12;77.46;0
3;2.5;1;0;2;0;3;8;2555;5720;2555;0;2006;14;2844;5769;99.8;44.58;99.8;0;18214.29;89.66;44.2;0
3;2.25;0;0;2;0;3;7;1650;2958;1650;0;1985;35;1510;3788;141.52;78.94;141.52;0;6671.43;154.64;61.64;0
3;2.5;0;1;2;0;3;7;1920;7415;1920;0;1989;31;1930;7536;135.42;35.06;135.42;0;8387.1;134.72;34.5;0
3;2.5;0;0;2;0;3;8;2653;4510;2653;0;2006;14;2653;4927;137.58;80.93;137.58;0;26071.43;137.58;74.08;1
4;1;0;1;1.5;0;4;7;1540;115434;1540;0;1923;97;2027;23522;493.25;6.58;493.25;0;7830.93;374.74;32.29;1
3;1.75;0;1;1;0;4;7;1280;12776;1280;0;1977;43;1680;11704;234.38;23.48;234.38;0;6976.74;178.57;25.63;0
4;2;0;1;1;0;5;7;1960;7560;1160;800;1978;42;1950;7560;127.55;33.07;215.52;312.5;5952.38;128.21;33.07;0
3;1.5;0;1;1;0;3;7;1700;8247;1010;690;1970;50;1440;8400;146.47;30.19;246.53;360.87;4980;172.92;29.64;0
4;2.5;1;1;2;0;3;9;2714;12558;2714;0;2014;6;2873;8269;178.79;38.64;178.79;0;80871.67;168.89;58.68;1
4;1.75;0;1;1;0;4;7;2600;11325;1610;990;1969;51;1720;11088;117.27;26.92;189.38;307.98;5978.43;177.27;27.5;1
3;2.25;0;1;2;0;4;8;2120;18500;2120;0;1983;37;2120;14479;176.89;20.27;176.89;0;10135.14;176.89;25.9;1
